time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
5.482631;-0.1064;0.3305;1.0044;1.063
5.492781;-0.0635;0.2820;0.9243;0.968
5.502556;-0.1655;0.4117;0.9127;1.015
5.514044;-0.3809;0.3340;1.1951;1.298
5.522748;-0.3064;0.3308;1.1153;1.203
5.532725;-0.2447;0.3613;1.0761;1.161
5.551127;-0.2833;0.3367;0.7933;0.907
5.552406;-0.1781;0.3365;0.5017;0.630
5.569506;-0.0651;0.2957;0.4555;0.547
5.571859;-0.0202;0.2946;0.5563;0.630
5.583085;-0.1105;0.3022;0.5695;0.654
5.593251;-0.1900;0.3090;0.6124;0.712
5.601622;-0.1617;0.3634;0.4989;0.638
5.612886;-0.1151;0.3333;0.4361;0.561
5.622119;0.0397;0.2568;0.2942;0.393
5.632789;0.0843;0.2041;0.2910;0.365
5.641404;0.0011;0.1503;0.2558;0.297
5.651515;-0.0266;0.0838;0.3486;0.360
5.662978;0.1303;0.0470;0.5196;0.538
5.672156;0.3675;0.0269;0.6330;0.732
5.681058;0.4828;0.0080;0.5799;0.755
5.692861;0.5026;0.0019;0.2547;0.563
5.700822;0.5132;0.0122;-0.0789;0.519
5.711762;0.5633;0.0126;-0.3439;0.660
5.720978;0.4565;-0.0357;-0.4716;0.657
5.730616;0.3686;-0.0651;-0.4062;0.552
5.741498;0.3202;-0.0646;-0.1937;0.380
5.751047;0.4195;-0.0506;0.0370;0.424
5.760731;0.6363;-0.0363;-0.1635;0.658
5.770533;0.7441;-0.1164;-0.4701;0.888
5.780240;0.8125;-0.0745;-0.6408;1.037
5.790568;0.7153;0.0188;-0.7142;1.011
5.800130;0.5392;0.0793;-0.5348;0.764
5.810084;0.4397;0.1056;-0.2789;0.531
5.821308;0.3780;0.0957;-0.1124;0.406
5.830889;0.2667;0.1065;-0.0151;0.288
5.851066;0.1949;0.1367;-0.0353;0.241
5.851804;0.2102;0.1372;-0.0653;0.259
5.862227;0.2655;0.0788;-0.0463;0.281
5.869532;0.3503;0.0790;-0.0663;0.365
5.879782;0.3960;0.1078;-0.1057;0.424
5.891811;0.3149;0.1459;-0.1840;0.393
5.899823;0.1547;0.2038;-0.2919;0.388
5.910122;-0.0276;0.2732;-0.4105;0.494
5.919844;-0.2027;0.2772;-0.3735;0.507
5.929385;-0.3343;0.3170;-0.2020;0.503
5.939858;-0.3299;0.3102;0.0175;0.453
5.950963;-0.1689;0.2639;0.3548;0.473
5.962670;-0.1092;0.3385;0.4261;0.555
5.968955;-0.0812;0.3468;0.4418;0.567
5.982301;-0.0759;0.3262;0.4374;0.551
5.994244;0.0441;0.3704;0.3566;0.516
5.998754;-0.0399;0.3444;0.4334;0.555
6.012232;-0.0844;0.3458;0.3834;0.523
6.018688;-0.1084;0.3155;0.1087;0.351
6.028645;-0.1053;0.1955;0.0403;0.226
6.038433;0.0052;0.1355;0.1184;0.180
6.048597;0.0167;0.1264;0.2744;0.303
6.061423;0.0113;0.0584;0.4208;0.425
6.069040;-0.0021;0.0657;0.4017;0.407
6.078053;-0.0433;0.0205;0.2663;0.271
6.088427;-0.1622;0.0384;0.2014;0.261
6.097908;-0.2702;0.0361;0.0094;0.273
6.111730;-0.2124;0.0503;-0.1129;0.246
6.117837;-0.0488;0.1228;-0.2156;0.253
6.131727;0.0058;0.1267;-0.2791;0.307
6.137609;0.0121;0.1706;-0.3723;0.410
6.148296;0.0282;0.2434;-0.4554;0.517
6.159596;0.0927;0.2205;-0.5002;0.554
6.167621;0.0780;0.2101;-0.4970;0.545
6.178945;0.0316;0.1599;-0.4839;0.511
6.187254;0.0155;0.1320;-0.5697;0.585
6.197369;0.0567;0.1227;-0.6455;0.660
6.208736;0.0987;0.0969;-0.6733;0.687
6.220687;0.1097;0.0236;-0.6233;0.633
6.228245;0.1508;0.0218;-0.6037;0.623
6.236789;0.1230;0.0316;-0.5847;0.598
6.247115;-0.0158;-0.0061;-0.6058;0.606
6.261996;-0.0059;-0.0334;-0.5484;0.549
6.266802;0.1394;-0.0292;-0.3939;0.419
6.277232;0.3075;-0.0248;-0.2686;0.409
6.286842;0.3860;-0.0590;-0.2515;0.464
6.296461;0.3586;-0.0558;-0.4494;0.578
6.308348;0.2895;-0.0036;-0.6180;0.682
6.316257;0.1527;0.0205;-0.7477;0.763
6.327380;-0.0369;0.0217;-0.6349;0.636
6.336709;-0.0781;0.0163;-0.2975;0.308
6.346011;-0.0228;-0.0032;0.0183;0.029
6.356537;-0.0454;-0.0627;0.2364;0.249
6.365827;-0.0755;-0.0667;0.2989;0.315
6.376304;-0.1038;0.0729;0.2648;0.294
6.386365;-0.1595;0.1292;0.2030;0.289
6.395804;-0.1458;0.1331;0.0248;0.199
6.412820;-0.1523;0.1545;-0.2017;0.296
6.415730;-0.1609;0.1165;-0.2713;0.336
6.426848;-0.0732;0.0996;-0.2238;0.256
6.436044;-0.0632;0.1041;-0.0592;0.135
6.445458;-0.1226;0.0612;0.1048;0.173
6.458063;-0.1906;0.0277;0.2396;0.307
6.465966;-0.2178;0.0413;0.2085;0.304
6.475070;-0.1445;0.0416;0.1591;0.219
6.485283;-0.1498;0.0099;0.0909;0.176
6.495560;-0.1153;0.0357;0.0232;0.123
6.504810;-0.0897;0.0512;-0.0245;0.106
6.514866;-0.0628;0.0965;-0.0136;0.116
6.526758;-0.0357;0.1424;-0.0420;0.153
6.535068;-0.0791;0.1501;-0.1102;0.202
6.545462;-0.1152;0.0999;-0.1788;0.235
6.554651;-0.1428;0.0419;-0.1108;0.186
6.564697;-0.1052;-0.0033;0.0147;0.106
6.585358;-0.0558;0.0601;0.1206;0.146
6.586061;-0.1048;0.0461;0.2261;0.253
6.595647;-0.2306;-0.0181;0.2635;0.351
6.605537;-0.2752;-0.0646;0.2623;0.386
6.614290;-0.2783;-0.0146;0.2030;0.345
6.625167;-0.2607;-0.0544;0.1737;0.318
6.634426;-0.1921;-0.1242;0.1153;0.256
6.644776;-0.1611;-0.0761;0.0470;0.184
6.654199;-0.1885;0.0411;0.0963;0.216
6.667174;-0.2672;-0.0577;0.0965;0.290
6.684127;-0.2496;-0.0494;0.1068;0.276
6.684794;-0.2019;-0.0507;0.0777;0.222
6.694036;-0.1813;-0.0821;0.0000;0.199
6.704543;-0.1209;-0.0447;-0.0385;0.135
6.713353;-0.1111;-0.0362;-0.0674;0.135
6.725978;-0.1422;-0.0566;-0.0672;0.167
6.733093;-0.0854;-0.0268;-0.0674;0.112
6.743335;-0.0878;-0.0647;0.0692;0.129
6.753267;-0.0881;-0.0434;0.1078;0.146
6.766026;-0.1847;-0.0227;0.1173;0.220
6.773644;-0.1738;-0.0035;0.0685;0.187
6.783784;-0.1044;-0.0251;0.0103;0.108
6.792818;-0.0642;-0.0364;-0.0282;0.079
6.803093;-0.0337;0.0015;-0.0082;0.035
6.813878;-0.0635;0.0008;0.0312;0.071
6.828562;-0.1731;-0.0190;0.0312;0.177
6.833492;-0.1657;0.0196;-0.0078;0.167
6.842763;-0.1294;0.0380;-0.1351;0.191
6.853145;-0.0270;0.0268;-0.2329;0.236
6.863042;0.0339;0.0271;-0.2137;0.218
6.874344;0.0436;0.0201;-0.1268;0.136
6.883089;0.0421;0.0151;0.0279;0.053
6.892107;0.1017;0.0883;0.0946;0.165
6.902184;0.1029;0.0822;0.0440;0.139
6.912140;0.1150;0.0644;0.0137;0.133
6.923390;0.0393;0.1148;0.0620;0.136
6.931757;-0.0355;0.1170;0.1003;0.158
6.942995;0.0548;0.1097;0.1089;0.164
6.953563;0.1831;0.0722;0.1767;0.265
6.961776;0.1672;0.1122;0.1762;0.268
6.981136;0.1049;0.1415;0.1369;0.223
6.981909;0.0053;0.1599;0.1667;0.231
6.991954;0.0244;0.2065;0.0498;0.214
7.001868;-0.0352;0.1743;0.0703;0.191
7.011535;-0.1241;0.1811;0.0517;0.226
7.024057;-0.1441;0.1786;-0.0356;0.232
7.030997;-0.1457;0.1181;-0.0057;0.188
7.041756;-0.1192;0.0769;-0.0247;0.144
7.051619;-0.1022;0.0458;-0.0536;0.124
7.061303;-0.1048;0.0339;-0.0432;0.118
7.071939;-0.0875;0.0607;-0.0522;0.119
7.080662;-0.0404;0.0687;-0.0222;0.083
7.091622;0.0455;0.1059;-0.0707;0.135
7.101522;0.1409;0.1631;-0.1094;0.242
7.110470;0.1473;0.1723;-0.0995;0.248
7.120791;0.0642;0.1931;-0.0706;0.215
7.131312;0.0287;0.2550;-0.0130;0.257
7.141021;-0.0865;0.2400;0.0930;0.272
7.150327;-0.0939;0.2256;0.1106;0.268
