time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
08:47:13:231;-0,0189;0,1499;0,0426;0,157
08:47:13:239;0,0403;0,0081;-0,0043;0,041
08:47:13:247;0,0050;0,0651;0,0012;0,065
08:47:13:255;-0,0550;0,1058;0,0491;0,129
08:47:13:264;-0,0772;0,1466;0,0701;0,180
08:47:13:272;-0,0926;0,1185;0,0832;0,172
08:47:13:280;-0,0314;0,0763;0,1239;0,149
08:47:13:287;0,0031;0,2259;0,0998;0,247
08:47:13:296;0,0085;0,3563;0,0660;0,362
08:47:13:304;0,0030;0,3288;0,0848;0,340
08:47:13:324;0,0638;0,2820;0,1256;0,315
08:47:13:325;0,0366;0,2874;0,1697;0,336
08:47:13:328;0,0773;0,2467;0,1194;0,285
08:47:13:336;0,0399;0,1550;0,0898;0,184
08:47:13:344;0,0389;0,0725;0,0682;0,107
08:47:13:352;0,0323;-0,0458;0,0275;0,062
08:47:13:360;-0,0014;-0,1021;0,0446;0,111
08:47:13:368;-0,0507;-0,1655;0,0234;0,175
08:47:13:376;-0,0988;-0,1952;-0,0556;0,226
08:47:13:384;-0,0383;-0,1217;-0,1135;0,171
08:47:13:393;-0,0543;-0,1313;-0,0676;0,157
08:47:13:401;-0,0307;-0,0566;0,1063;0,124
08:47:13:408;-0,0517;0,0664;0,2143;0,230
08:47:13:417;-0,0256;0,2015;0,1954;0,282
08:47:13:425;0,0781;0,1639;0,0912;0,203
08:47:13:434;0,1404;0,1067;0,0264;0,178
08:47:13:441;0,0650;-0,0371;0,0843;0,113
08:47:13:449;0,0213;-0,0804;0,1115;0,139
08:47:13:456;0,0301;-0,0710;0,0067;0,077
08:47:13:465;0,0103;-0,0182;-0,0580;0,062
08:47:13:473;-0,0087;-0,1084;-0,0451;0,118
08:47:13:481;-0,0013;-0,2267;-0,0171;0,227
08:47:13:489;0,0495;-0,2153;-0,0283;0,223
08:47:13:497;0,0210;-0,1674;-0,0170;0,170
08:47:13:505;0,0234;-0,0808;0,0438;0,095
08:47:13:523;0,0188;0,0082;0,1047;0,107
08:47:13:525;0,0625;0,0393;0,1089;0,132
08:47:13:529;0,0540;0,1345;0,0666;0,159
08:47:13:537;0,0455;0,0737;0,0154;0,088
08:47:13:545;0,0225;-0,0734;0,0413;0,087
08:47:13:553;-0,0316;-0,1513;-0,0497;0,162
08:47:13:561;-0,0328;-0,1288;-0,0973;0,165
08:47:13:569;-0,0202;-0,0511;-0,1332;0,144
08:47:13:578;-0,0934;-0,0115;-0,0713;0,118
08:47:13:585;-0,0704;0,0999;-0,1124;0,166
08:47:13:594;-0,0182;0,0319;-0,1299;0,135
08:47:13:605;0,0035;-0,0741;-0,1481;0,166
08:47:13:621;-0,0026;-0,1298;-0,0110;0,130
08:47:13:622;-0,0650;-0,1544;0,1453;0,222
08:47:13:626;-0,0866;0,1796;0,1401;0,244
08:47:13:634;0,0058;0,3571;0,1727;0,397
08:47:13:642;-0,0074;0,5074;0,1666;0,534
08:47:13:650;0,0191;0,4605;0,1170;0,476
08:47:13:658;-0,0073;0,1594;0,0878;0,182
08:47:13:666;-0,1076;0,0372;0,0382;0,120
08:47:13:674;-0,1774;-0,1832;-0,1188;0,281
08:47:13:682;-0,1669;-0,2548;-0,2407;0,388
08:47:13:690;-0,0758;-0,3518;-0,2737;0,452
08:47:13:698;-0,1110;-0,3232;-0,2182;0,405
08:47:13:706;-0,0942;-0,1425;-0,1080;0,202
08:47:13:724;-0,0493;-0,0925;-0,0048;0,105
08:47:13:725;-0,0574;-0,0253;0,0808;0,102
08:47:13:730;-0,0782;-0,0060;0,0608;0,099
08:47:13:738;0,0074;0,0253;0,0220;0,034
08:47:13:746;0,0668;-0,1254;-0,0311;0,145
08:47:13:755;0,0868;-0,3912;-0,0072;0,401
08:47:13:763;0,0978;-0,7890;0,0053;0,795
08:47:13:771;0,0122;-0,3040;0,1245;0,329
08:47:13:779;0,0668;-0,1834;0,1968;0,277
08:47:13:786;0,1683;-0,3725;0,1486;0,435
08:47:13:795;0,2806;-0,5478;0,0802;0,621
08:47:13:806;0,4178;-0,6085;0,0363;0,739
08:47:13:825;0,6724;-0,6112;0,1612;0,923
08:47:13:827;0,8065;-0,4456;0,3708;0,993
08:47:13:828;0,7279;-0,1844;0,4515;0,876
08:47:13:836;0,3765;0,1190;0,3449;0,524
08:47:13:844;-0,1484;0,4059;0,1089;0,446
08:47:13:851;-0,9970;0,8278;-0,6508;1,450
08:47:13:860;-2,1906;1,1555;-1,4279;2,859
08:47:13:867;-1,7772;0,7270;-0,9231;2,131
08:47:13:876;-0,1547;0,4313;0,6846;0,824
08:47:13:884;0,4290;0,0896;0,9817;1,075
08:47:13:891;0,2658;-0,0727;0,4229;0,505
08:47:13:900;0,0110;-0,1327;0,0241;0,135
08:47:13:907;-0,1166;-0,1350;-0,0805;0,196
08:47:13:915;-0,0838;-0,0500;0,0420;0,106
08:47:13:933;-0,0056;0,0189;-0,1097;0,111
08:47:13:935;0,0543;0,0275;0,0363;0,071
08:47:13:939;0,0741;0,1264;0,0521;0,156
08:47:13:948;0,0917;0,1507;-0,0894;0,198
08:47:13:956;-0,0038;0,1937;-0,1845;0,268
08:47:13:964;-0,0222;0,2020;-0,2507;0,323
08:47:13:972;0,0553;0,1484;-0,1234;0,201
08:47:13:980;0,1401;0,0600;-0,0490;0,160
08:47:13:988;0,1075;0,0322;-0,0143;0,113
08:47:13:996;0,0350;0,0803;-0,1147;0,144
08:47:14:006;-0,0436;0,1178;-0,1625;0,205
08:47:14:023;-0,0522;0,1006;-0,0651;0,131
08:47:14:024;-0,0177;0,1007;-0,0240;0,105
08:47:14:030;0,0451;0,0910;-0,0971;0,141
08:47:14:037;0,0428;0,0448;-0,1474;0,160
08:47:14:044;0,0167;0,0375;-0,1090;0,117
08:47:14:053;0,0524;-0,0003;-0,0358;0,063
08:47:14:061;0,0310;0,0363;0,0776;0,091
08:47:14:069;-0,0042;0,0894;0,1650;0,188
08:47:14:077;-0,0270;0,0727;0,1265;0,148
08:47:14:085;-0,0399;0,0368;0,1120;0,125
08:47:14:092;-0,0934;0,0393;0,1261;0,162
08:47:14:101;-0,1064;0,1280;0,0202;0,168
08:47:14:108;-0,1913;0,1808;-0,0280;0,265
08:47:14:116;-0,2455;0,1233;0,1516;0,314
08:47:14:125;-0,2211;0,1349;0,0542;0,265
08:47:14:132;-0,1346;0,1726;-0,0162;0,219
08:47:14:140;-0,1200;0,1335;-0,0145;0,180
08:47:14:148;-0,0392;0,0946;-0,0033;0,102
08:47:14:157;-0,0444;0,0818;-0,0925;0,131
08:47:14:165;-0,0740;0,0526;-0,1080;0,141
08:47:14:173;-0,0319;0,1003;0,0075;0,105
08:47:14:181;-0,0023;0,1265;0,0533;0,137
08:47:14:189;-0,0471;0,1551;0,0682;0,176
08:47:14:198;-0,0612;0,1524;-0,0626;0,176
08:47:14:206;-0,4114;-0,1564;-2,3180;2,359
08:47:14:223;-0,4345;0,0254;0,0800;0,443
08:47:14:224;0,3503;-0,1999;0,9493;1,031
08:47:14:229;0,6010;-0,1012;1,3819;1,510
08:47:14:237;0,5986;0,1032;1,0224;1,189
08:47:14:245;0,2936;-0,0374;0,3585;0,465
08:47:14:253;-0,0976;-0,0250;0,4044;0,417
08:47:14:261;-1,0136;0,6184;-0,1673;1,199
08:47:14:269;-0,3959;0,2474;-0,8550;0,974
08:47:14:277;0,0180;-0,0705;-0,2970;0,306
