"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.239649381E0,-3.529999778E-2,-6.769999862E-2,-3.749999776E-2,8.506250342E-2
9.249575944E0,1.310000010E-2,-8.760000020E-2,-1.759999990E-2,9.030575859E-2
9.259502506E0,4.079999775E-2,-1.166999936E-1,6.019999832E-2,1.375047931E-1
9.269429069E0,2.969999984E-2,-1.454999894E-1,2.748000026E-1,3.123577729E-1
9.279355631E0,0.000000000E0,-1.748999953E-1,3.824999928E-1,4.205903623E-1
9.289280631E0,1.150000002E-2,-1.569999903E-1,3.658999801E-1,3.983265524E-1
9.299207194E0,-1.449999958E-2,-1.406999975E-1,1.657999903E-1,2.179366332E-1
9.309133756E0,-1.069999952E-2,-5.649999902E-2,-9.179999679E-2,1.083234937E-1
9.319058756E0,-5.460000038E-2,-5.150000006E-2,-2.009999901E-1,2.145563005E-1
9.328986881E0,-8.969999850E-2,-2.499999851E-2,-1.368999928E-1,1.655678039E-1
9.338913444E0,-9.510000050E-2,-4.690000042E-2,1.123999953E-1,1.545230697E-1
9.348838444E0,-2.080000006E-2,-9.820000082E-2,2.639999986E-1,2.824391605E-1
9.358765006E0,5.319999903E-2,-1.008999944E-1,3.279999793E-1,3.472679587E-1
9.368691569E0,1.107999980E-1,-7.639999688E-2,1.507999897E-1,2.021243082E-1
9.378618131E0,1.190999970E-1,6.999999750E-3,-2.659999952E-2,1.222348938E-1
9.388544694E0,1.976999938E-1,4.129999876E-2,-3.680000082E-2,2.052930041E-1
9.398471256E0,1.603000015E-1,-1.169999968E-2,1.185999960E-1,1.997471890E-1
9.408396256E0,2.100999951E-1,-1.030999944E-1,4.684000015E-1,5.236126223E-1
9.418322819E0,2.000999898E-1,-1.162000000E-1,7.398999929E-1,7.752383153E-1
9.428249381E0,1.846999973E-1,-7.360000163E-2,8.114999533E-1,8.355017794E-1
9.438174381E0,1.881999969E-1,-2.239999920E-2,7.084999681E-1,7.334120285E-1
9.448100944E0,1.772999913E-1,6.369999796E-2,5.841000080E-1,6.137310453E-1
9.458029069E0,1.356000006E-1,1.310999990E-1,4.092999995E-1,4.506673490E-1
9.467954069E0,-3.920000046E-2,1.375000030E-1,3.075000048E-1,3.391152367E-1
9.477880631E0,-1.730399966E0,8.962999582E-1,-6.368700027E0,6.660178503E0
9.487807194E0,-1.067399979E0,1.485000014E0,-2.795399904E0,3.340483256E0
9.497733756E0,-8.481000066E-1,-1.136299968E0,2.570099831E0,2.935279267E0
9.507658756E0,4.184999764E-1,-2.379999906E-1,1.883699894E0,1.944250888E0
9.517586881E0,-5.564999580E-1,-3.993999958E-1,6.566999555E-1,9.489296030E-1
9.527511881E0,-8.791999817E-1,2.194999903E-1,-4.167999923E-1,9.974442777E-1
9.537438444E0,-8.629999757E-1,3.197000027E-1,-1.316100001E0,1.605956495E0
9.547365006E0,-6.750999689E-1,1.814000010E-1,-1.217700005E0,1.404086618E0
